epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
0,0.42702773213386536,0.32764706015586853,0.31643378734588623,0.34896767139434814
1,0.6269174814224243,0.12232138961553574,0.6030570268630981,0.0979282483458519
2,0.6523271203041077,0.07360724359750748,0.6856573224067688,0.06291083246469498
3,0.7501170039176941,0.056136034429073334,0.837644636631012,0.02730800397694111
4,0.8232184648513794,0.03514041379094124,0.8834633827209473,0.01598779484629631
5,0.8354716897010803,0.02639685571193695,0.8729237914085388,0.016230763867497444
