epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
0,0.3881887197494507,0.28658774495124817,0.11190591752529144,0.39049920439720154
1,0.545229434967041,0.15454410016536713,0.06367817521095276,0.43043655157089233
2,0.605334460735321,0.11096231639385223,0.048632316291332245,0.48143911361694336
3,0.6693938970565796,0.10398691147565842,0.15253938734531403,0.33783844113349915
4,0.7092541456222534,0.07757210731506348,0.5660160183906555,0.12245837599039078
5,0.7465707659721375,0.07028991729021072,0.7361400127410889,0.07099983841180801
6,0.7638311982154846,0.054794713854789734,0.777703583240509,0.0765518844127655
7,0.7982773780822754,0.060643043369054794,0.7453789710998535,0.18569228053092957
8,0.7853883504867554,0.06320106983184814,0.7823694944381714,0.06740209460258484
9,0.8172606825828552,0.05390244349837303,0.8082728981971741,0.059068430215120316
10,0.8186114430427551,0.048636630177497864,0.8371363282203674,0.059363432228565216
11,0.8549792766571045,0.04541873559355736,0.8254743218421936,0.057354867458343506
12,0.8487293124198914,0.04184192791581154,0.8557221293449402,0.05298907309770584
13,0.8563538193702698,0.03704218938946724,0.8640629053115845,0.0685172751545906
14,0.8713348507881165,0.035621631890535355,0.8640743494033813,0.06938610970973969
15,0.8764998912811279,0.03401505574584007,0.868132472038269,0.04243795946240425
16,0.884774386882782,0.03196387365460396,0.8685222864151001,0.05426999181509018
17,0.8854904174804688,0.032968245446681976,0.8659928441047668,0.06064540892839432
18,0.8851383924484253,0.03098486363887787,0.882783055305481,0.051834482699632645
19,0.903242290019989,0.0269080251455307,0.8624470233917236,0.05243401974439621
20,0.8967530131340027,0.026794971898198128,0.8941763043403625,0.051167361438274384
21,0.9046576023101807,0.02676207572221756,0.8825628757476807,0.052620451897382736
22,0.9031164050102234,0.025878150016069412,0.8735273480415344,0.044207073748111725
23,0.8357183337211609,0.0631832480430603,0.7641147971153259,0.3993453085422516
24,0.8462222218513489,0.04576586186885834,0.8287461400032043,0.054934315383434296
25,0.8735468983650208,0.03687973693013191,0.8306341171264648,0.05079741030931473
26,0.8846418857574463,0.02882116287946701,0.8461904525756836,0.05932727828621864
27,0.900435209274292,0.02782910130918026,0.862976610660553,0.05412725359201431
28,0.9032601118087769,0.024627842009067535,0.8879109025001526,0.040889494121074677
29,0.9023218750953674,0.02577572502195835,0.8768504858016968,0.049356259405612946
30,0.9129037261009216,0.022654438391327858,0.8777957558631897,0.04756513237953186
31,0.9140141010284424,0.02291998453438282,0.8972861170768738,0.048030830919742584
32,0.9124906063079834,0.02257426455616951,0.8852757811546326,0.043894004076719284
33,0.9188054800033569,0.02134019322693348,0.8953151106834412,0.04466063529253006
34,0.9158158898353577,0.020981604233384132,0.8944318294525146,0.0553632527589798
35,0.9254100918769836,0.020674772560596466,0.8824743628501892,0.06076660007238388
36,0.9217630624771118,0.01997515745460987,0.9074798822402954,0.05658893659710884
37,0.9214202761650085,0.019772136583924294,0.8938142657279968,0.036945637315511703
38,0.9257307648658752,0.019238894805312157,0.9036422967910767,0.05161887779831886
39,0.9291858673095703,0.01948506198823452,0.8883726596832275,0.048190392553806305
40,0.9202982187271118,0.019729165360331535,0.9015647768974304,0.04933053255081177
41,0.9291316866874695,0.01927916146814823,0.9001806378364563,0.04321862384676933
42,0.930625319480896,0.017955979332327843,0.9070033431053162,0.05266410484910011
43,0.9282100200653076,0.01820528693497181,0.8850418925285339,0.040152572095394135
44,0.9324460625648499,0.017971429973840714,0.8979070782661438,0.048403359949588776
