epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
45,0.896709680557251,0.02668885514140129,0.8738091588020325,0.12862811982631683
46,0.8554175496101379,0.062100935727357864,0.857225775718689,0.04434289038181305
47,0.9041232466697693,0.026821384206414223,0.8535521626472473,0.053873397409915924
48,0.9158909320831299,0.0228867270052433,0.8710744380950928,0.04677363485097885
49,0.9210338592529297,0.02146417833864689,0.8748930096626282,0.04949022829532623
50,0.9258112907409668,0.019193779677152634,0.8860066533088684,0.046803854405879974
51,0.9289648532867432,0.01804419420659542,0.8931557536125183,0.050451893359422684
52,0.9249227046966553,0.019564848393201828,0.8815733194351196,0.049931127578020096
53,0.9282111525535583,0.01815750077366829,0.8992743492126465,0.044079482555389404
54,0.9329805970191956,0.016138628125190735,0.8924024701118469,0.04672630503773689
55,0.9299728274345398,0.017166191712021828,0.9048326015472412,0.05039405822753906
56,0.9380473494529724,0.015757612884044647,0.9006118774414062,0.04893616959452629
57,0.933366596698761,0.016517285257577896,0.9067296385765076,0.04822181165218353
58,0.9375734925270081,0.015568521805107594,0.887538492679596,0.04894489794969559
59,0.934703528881073,0.01631263643503189,0.9171584844589233,0.04861227795481682
60,0.9399994015693665,0.015452993102371693,0.8935649394989014,0.03897300735116005
61,0.936564028263092,0.014606245793402195,0.8851209878921509,0.07476482540369034
62,0.941163957118988,0.01532455813139677,0.9100396633148193,0.03914095461368561
63,0.9380771517753601,0.015340588986873627,0.9129515886306763,0.049924585968256
64,0.942544162273407,0.014049801044166088,0.9025688171386719,0.049161311239004135
65,0.9429052472114563,0.01555615570396185,0.9209682941436768,0.06082862615585327
66,0.9420214891433716,0.013759840279817581,0.9044457077980042,0.0428265780210495
67,0.9430392980575562,0.014539826661348343,0.9003750085830688,0.04993964359164238
68,0.9387056827545166,0.015085209161043167,0.9179580807685852,0.052822161465883255
69,0.9419252872467041,0.013746462762355804,0.9074785113334656,0.04875035956501961
70,0.9464500546455383,0.013851954601705074,0.9124033451080322,0.072728231549263
71,0.9423176646232605,0.013942446559667587,0.9225507378578186,0.05334447696805
72,0.9455525875091553,0.01497612614184618,0.9070968627929688,0.04750394821166992
73,0.9468387365341187,0.013619436882436275,0.9195938110351562,0.051860079169273376
74,0.9473351240158081,0.01349099911749363,0.9134159684181213,0.0478929802775383
75,0.8899298310279846,0.0399751290678978,0.8640909790992737,0.0652824267745018
76,0.9001263976097107,0.02756248414516449,0.8816319704055786,0.035392213612794876
77,0.9289742112159729,0.02006964012980461,0.8991900682449341,0.04046028107404709
78,0.9355906844139099,0.015906931832432747,0.9112522602081299,0.04103059321641922
79,0.9421780109405518,0.016498299315571785,0.899684727191925,0.04053632169961929
80,0.9430338144302368,0.013895154930651188,0.9119981527328491,0.040786344558000565
81,0.9185637831687927,0.018665770068764687,0.897572934627533,0.041292037814855576
82,0.9410648941993713,0.014305016957223415,0.9117445349693298,0.03782133385539055
83,0.9452738761901855,0.013585520908236504,0.9119112491607666,0.03671592101454735
84,0.9457376599311829,0.013333139009773731,0.9113526940345764,0.042115211486816406
85,0.9484462738037109,0.013046592473983765,0.9127926230430603,0.04650406166911125
86,0.946688175201416,0.012747972272336483,0.9144877791404724,0.042058538645505905
87,0.9479014873504639,0.012651163153350353,0.9162817001342773,0.043713316321372986
88,0.9541050791740417,0.0116996755823493,0.9163145422935486,0.04598533362150192
89,0.9495997428894043,0.01287804264575243,0.9161432981491089,0.04326547682285309
90,0.9483648538589478,0.011563651263713837,0.9198951721191406,0.04502962529659271
91,0.9512200355529785,0.012815757654607296,0.9172558188438416,0.04641260579228401
92,0.9521352648735046,0.01190651673823595,0.9174816608428955,0.044272128492593765
93,0.9500718712806702,0.011982415802776814,0.918305516242981,0.04751426354050636
94,0.9508146047592163,0.012581145390868187,0.9181851744651794,0.05238962545990944
95,0.9512364864349365,0.0117576215416193,0.925510048866272,0.05003567785024643
96,0.9501863121986389,0.01237535011023283,0.918043851852417,0.0452190600335598
97,0.9522418975830078,0.012594862841069698,0.9208155870437622,0.04419117420911789
98,0.9529909491539001,0.011722441762685776,0.9140629172325134,0.0441376268863678
99,0.9541007876396179,0.011221404187381268,0.9211803674697876,0.046075936406850815
